Episode_num Num_steps Reward Lap_count
169 14281 43 1
170 14362 70 1
171 14422 49 1
172 14535 102 1
173 14611 65 1
174 14657 35 1
175 14702 34 1
176 14764 51 1
177 14876 101 1
178 14926 39 1
179 14976 39 1
180 15096 109 1
181 15159 52 1
182 15264 94 1
183 15317 42 1
184 15367 39 1
185 15413 35 1
186 15478 54 1
187 15521 32 1
188 15632 100 1
189 15747 104 1
190 15890 132 1
191 16023 122 1
192 16087 53 1
193 16154 56 1
194 16197 32 1
195 16285 77 1
196 16402 106 1
197 16480 67 1
198 16516 25 1
199 16566 39 1
200 16610 33 1
201 16839 218 1
202 16885 35 1
203 16922 26 1
204 17037 104 1
205 17093 45 1
206 17280 176 1
207 17432 141 1
208 17479 36 1
209 17584 94 1
210 17686 91 1
211 17936 239 1
212 18135 188 1
213 18265 119 1
214 18321 45 1
215 18425 93 1
216 18474 38 1
217 18657 172 1
218 18831 163 1
219 19046 204 1
220 19313 256 1
221 19502 178 1
222 19648 135 1
223 19816 157 1
224 19981 154 1
225 20001 9 1
226 20114 102 1
227 20259 134 1
228 20393 123 1
229 20786 382 1
230 20875 78 1
231 21163 277 1
232 21555 381 1
233 21665 99 1
234 22037 361 1
235 22331 283 1
236 22537 195 1
237 22884 336 1
238 23173 278 1
239 23570 386 1
240 23717 136 1
241 24015 287 1
242 24183 157 1
243 24336 142 1
244 24409 62 1
245 24647 227 1
246 25165 507 1
247 25547 371 1
248 25943 385 1
249 26166 212 1
250 26297 120 1
251 26684 376 1
252 26916 221 1
253 27259 332 1
254 27658 388 1
255 27898 229 1
256 28305 396 1
257 28480 164 1
258 28569 78 1
259 28742 162 1
260 28891 138 1
261 29038 136 1
262 29434 385 1
263 29606 161 1
264 29846 229 1
265 30001 144 1
266 30173 161 1
267 30251 67 1
268 30596 334 1
269 30738 131 1
270 30908 159 1
271 31083 164 1
272 31253 159 1
273 31417 153 1
274 31770 342 1
275 31979 198 1
276 32156 166 1
277 32322 154 1
278 32399 66 1
279 32750 340 1
280 33131 370 1
281 33367 225 1
282 33531 153 1
283 33928 386 1
284 34281 342 1
285 34654 362 1
286 34825 160 1
287 34992 156 1
288 35081 78 1
289 35437 345 1
290 35831 383 1
291 36237 395 1
292 36645 397 1
293 37043 387 1
294 37411 357 1
295 37751 329 1
296 37819 57 1
297 38213 383 1
298 38381 157 1
299 38812 420 1
300 39200 377 1
301 39362 151 1
302 39757 384 1
303 39844 76 1
304 40001 146 1
305 40427 415 1
306 40515 77 1
307 41071 545 1
308 41239 157 1
309 41648 398 1
310 42069 410 1
311 42408 328 1
312 42969 550 1
313 43140 160 1
314 43482 331 1
315 44200 707 1
316 44578 367 1
317 45073 484 1
318 45232 148 1
319 45518 275 1
320 46008 479 1
321 46506 487 1
322 46926 409 1
323 47273 336 1
324 47672 388 1
325 48093 410 1
326 48583 479 1
327 48984 390 1
328 49551 556 1
329 50001 439 2
330 50157 145 1
331 50896 728 1
332 51071 164 1
333 52042 960 2
334 52893 840 1
335 53052 148 1
336 54019 956 2
337 54977 947 2
338 55523 535 1
339 56487 953 2
340 56654 156 1
341 57000 335 1
342 57491 480 1
343 57647 145 1
344 58613 955 2
345 58772 148 1
346 59734 951 2
347 60001 256 2
348 60172 160 1
349 60720 537 1
350 61225 494 1
351 62171 935 2
352 62656 474 1
353 63617 950 2
354 64559 931 2
355 64720 150 1
356 65326 595 1
357 66278 941 2
358 66451 162 1
359 67415 953 2
360 68376 950 2
361 68731 344 1
362 69700 958 2
363 70001 290 1
364 70555 543 1
365 71095 529 1
366 71505 399 1
367 72472 956 2
368 72644 161 1
369 73224 569 1
370 74183 948 2
371 74778 584 1
372 74946 157 1
373 75901 944 2
374 76874 962 2
375 77851 965 2
376 78691 829 1
377 79254 552 1
378 80001 736 1
379 80870 858 1
380 81468 587 1
381 82430 951 2
382 83376 935 1
383 83803 416 1
384 84426 612 1
385 85040 603 1
386 85278 227 1
387 85451 162 1
388 85622 160 1
389 85791 158 1
390 86403 601 1
391 87343 929 2
392 88295 941 2
393 88459 153 1
394 89422 952 2
395 90001 568 1
396 90953 941 2
397 91906 942 2
398 92866 949 2
399 93436 559 1
400 93619 172 1
401 94593 963 2
402 95125 521 1
403 95724 588 1
404 96678 943 2
405 97654 965 2
406 98597 932 2
407 99554 946 2
408 100001 436 2
409 100161 149 1
410 100783 611 1
411 101732 938 2
412 102683 940 2
