Episode_num Num_steps Reward Lap_count
1 39 47.2456362984 1
2 90 63.6111541831 1
3 137 59.5035989126 1
4 196 73.21794053 1
5 262 87.0874658248 1
6 351 127.127589172 1
7 477 169.229791935 1
8 570 122.001711111 1
9 651 114.66211152 1
10 707 68.8455786884 1
11 749 50.2312229326 1
12 796 57.2124460982 1
13 838 55.6484824652 1
14 890 69.2731609619 1
15 976 115.758187822 1
16 1041 88.6227733569 1
17 1165 165.979258077 1
18 1289 202.532845919 1
19 1376 125.528239081 1
20 1433 71.5971234901 1
21 1572 204.386848685 1
22 1688 154.358717264 1
23 1728 47.1828963058 1
24 1869 211.668864286 1
25 1923 67.5359076465 1
26 1965 49.9399871343 1
27 2023 72.469300679 1
28 2107 114.641358561 1
29 2173 90.2069866118 1
30 2239 86.5156255917 1
31 2298 76.5069206337 1
32 2349 64.4619110625 1
33 2393 58.2621708859 1
34 2459 85.1427281952 1
35 2515 74.7978102973 1
36 2559 53.1604025237 1
37 2610 65.207552752 1
38 2677 91.1822808283 1
39 2745 93.0202185822 1
40 2802 73.5634717193 1
41 2849 57.3416349638 1
42 2905 71.9405757508 1
43 2959 68.1035917011 1
44 3013 75.9902686602 1
45 3081 90.5357127213 1
46 3123 53.7217029167 1
47 3184 82.4767280682 1
48 3236 66.0124359813 1
49 3362 198.242079228 1
50 3426 81.0127930822 1
51 3478 67.9091441694 1
52 3542 83.7422098865 1
53 3589 62.383579399 1
54 3701 175.472277801 1
55 3774 98.9388701745 1
56 3847 95.1885138325 1
57 3895 61.7015353451 1
58 3938 53.5633143869 1
59 4091 230.845459808 1
60 4184 133.697162133 1
61 4322 207.051174459 1
62 4369 58.6316949114 1
63 4418 61.3252673871 1
64 4580 269.124014511 1
65 4633 65.7875301946 1
66 4681 59.4253990156 1
67 4782 163.623485774 1
68 4843 77.8096293169 1
69 4987 206.854189786 1
70 5045 75.097965483 1
71 5097 66.8022300148 1
72 5140 51.2441072963 1
73 5198 74.3422297795 1
74 5250 66.9583971488 1
75 5290 48.7951465657 1
76 5341 64.2921646111 1
77 5403 84.6183718259 1
78 5454 66.9682516161 1
79 5508 64.7168160068 1
80 5564 72.2385430243 1
81 5615 62.030807547 1
82 5662 57.3796055504 1
83 5810 225.381108604 1
84 5890 107.096157859 1
85 5937 62.532186275 1
86 6085 228.529950933 1
87 6150 83.3195724326 1
88 6201 65.2340892258 1
89 6264 81.4853294084 1
90 6350 126.892428441 1
91 6426 110.439612299 1
92 6478 64.2751934426 1
93 6607 183.720815726 1
94 6659 64.5015524577 1
95 6738 106.365255108 1
96 6788 59.637700777 1
97 6839 66.1292693013 1
98 6891 63.1124448961 1
99 6960 93.9780702191 1
100 7033 93.9777706021 1
101 7085 65.1584435296 1
102 7142 72.8254376167 1
103 7201 77.9078034374 1
104 7243 50.2476569965 1
105 7336 132.225037221 1
106 7487 243.541777442 1
107 7551 88.2916806613 1
108 7590 44.261324907 1
109 7652 80.1102495332 1
110 7708 72.3043842557 1
111 7809 157.306996703 1
112 7868 74.6522318559 1
113 7935 93.2733990238 1
114 7994 78.4257303726 1
115 8082 114.00888563 1
116 8134 65.8733290558 1
117 8213 102.52699043 1
118 8309 134.507313949 1
119 8362 69.2692453051 1
120 8508 195.582608944 1
121 8600 119.913822952 1
122 8652 66.5051992814 1
123 8734 110.587583275 1
124 8845 151.929666737 1
125 8952 170.653912913 1
126 9103 208.769834682 1
127 9250 233.812812397 1
128 9292 48.7939508242 1
129 9369 106.003443886 1
130 9421 65.6963046006 1
131 9486 83.1443097909 1
132 9538 74.625635426 1
133 9630 130.838805058 1
134 9685 66.6612415157 1
135 9773 118.247028112 1
136 9851 111.215215834 1
137 9944 134.567346358 1
138 9997 68.8540788037 1
139 10001 -6.28330695359 1
140 10058 72.0952474357 1
141 10113 67.0012348731 1
142 10177 78.4157562734 1
143 10220 51.7404108785 1
144 10274 66.4427663417 1
145 10314 46.4571413126 1
146 10362 60.0689772408 1
147 10399 41.4585702593 1
148 10445 56.1458591523 1
149 10479 37.919960121 1
150 10524 53.5325419947 1
151 10565 51.4775461131 1
152 10614 59.9749927504 1
153 10650 41.5971806215 1
154 10695 55.9342334055 1
155 10740 54.0128036702 1
156 10815 102.317819422 1
157 10931 164.752861703 1
158 10968 44.1448973729 1
159 11019 62.8706110527 1
160 11072 70.2912641337 1
161 11179 167.71299512 1
162 11343 343.261052612 1
163 11400 70.9662425386 1
164 11439 45.5144606157 1
165 11531 128.431777841 1
166 11567 40.4228453168 1
167 11630 81.4406790913 1
168 11671 48.9795422607 1
169 11721 67.8224727488 1
170 11779 73.8777971435 1
171 11830 67.0211360896 1
172 11871 49.4104172803 1
173 11931 76.9269956677 1
174 11977 55.8361795182 1
175 12016 46.2767672696 1
176 12140 165.36631511 1
177 12224 114.185872255 1
178 12289 85.3214134227 1
179 12335 56.0284792818 1
180 12408 99.054954305 1
181 12474 88.6940916857 1
182 12540 91.1638521786 1
183 12585 58.643123816 1
184 12637 65.7276350956 1
185 12683 57.0168115989 1
186 12726 52.3073402964 1
187 12759 36.2809627511 1
188 12802 54.4908180895 1
189 12851 60.2133877696 1
190 12917 84.481114643 1
191 12962 55.2988915929 1
192 13007 54.5488102284 1
193 13093 132.590521583 1
194 13157 90.9170107144 1
195 13218 77.691635551 1
196 13286 91.2327504561 1
197 13327 49.9077998456 1
198 13379 65.4569914597 1
199 13456 103.381940477 1
200 13501 54.8013249894 1
201 13552 63.9950392908 1
202 13589 46.3809555213 1
203 13646 73.1692502378 1
204 13695 61.7169688106 1
205 13733 44.0563079435 1
206 13791 76.2473741169 1
207 13844 66.6379460706 1
208 13913 93.5522377842 1
209 13961 58.874446095 1
210 14058 130.348458317 1
211 14098 46.8206617136 1
212 14153 70.3230127676 1
213 14211 80.583041159 1
214 14281 93.6378898683 1
215 14320 45.1671146661 1
216 14362 52.876167681 1
217 14406 50.8798902124 1
218 14448 53.3617270938 1
219 14493 54.0220035421 1
220 14536 51.1973458154 1
221 14574 42.1074073778 1
222 14608 37.68345425 1
223 14680 94.0241530093 1
224 14726 56.5059982299 1
225 14781 71.0175822639 1
226 14823 50.89433817 1
227 14857 37.2535177177 1
228 14914 73.4745715219 1
229 14999 112.561270111 1
230 15047 59.1437038465 1
231 15084 43.6420287467 1
232 15123 48.4121629446 1
233 15178 65.9093108969 1
234 15235 71.2136354345 1
235 15271 39.2466430439 1
236 15327 71.1257116632 1
237 15367 46.1554173945 1
238 15436 93.833020308 1
239 15483 56.6353603151 1
240 15523 48.6299134916 1
241 15574 62.3248701566 1
242 15619 54.1066844768 1
243 15676 72.77872584 1
244 15724 57.9821593258 1
245 15792 91.8046178504 1
246 15864 104.08432315 1
247 15935 93.0754134534 1
248 15999 82.1103880896 1
249 16045 56.6305359154 1
250 16107 77.249052464 1
251 16169 83.8498760959 1
252 16261 126.819603877 1
253 16344 114.490190262 1
254 16463 164.591710209 1
255 16507 53.8567380695 1
256 16575 91.7928712624 1
257 16612 42.3851112412 1
258 16709 129.437559366 1
259 16750 51.523567976 1
260 16821 101.530579757 1
261 16893 96.8004858632 1
262 16973 109.923562956 1
263 17056 116.747315127 1
264 17108 65.3727475644 1
265 17182 101.664935596 1
266 17295 158.499119576 1
267 17348 70.6638084921 1
268 17432 113.064745993 1
269 17495 78.2467988856 1
270 17578 112.025112939 1
271 17650 93.4837081099 1
272 17721 97.0063288755 1
273 17807 116.717765326 1
274 17854 56.8496602126 1
275 17902 58.7896358687 1
276 18026 182.981036538 1
277 18088 74.4620809068 1
278 18182 134.47845759 1
279 18244 77.9548189145 1
280 18332 120.9235074 1
281 18434 137.74365975 1
282 18499 90.4242733231 1
283 18592 129.233782918 1
284 18710 164.780806167 1
285 18828 165.698863521 1
286 18892 83.7283184694 1
287 18941 60.6405012898 1
288 19110 269.918053821 1
289 19232 180.517263391 1
290 19292 79.2847019082 1
291 19371 106.592578444 1
292 19536 271.029458176 1
293 19576 48.6884843406 1
294 19622 58.8560308702 1
295 19734 169.676046178 1
296 19792 76.3787720822 1
297 19849 70.5997454959 1
298 19911 77.9968725816 1
299 19978 86.8211032873 1
300 20001 24.8753531037 1
301 20075 109.654123796 1
302 20188 168.276892828 1
303 20263 115.238279928 1
304 20319 71.1116104328 1
305 20415 137.343558662 1
306 20508 130.142085936 1
307 20681 289.617932241 1
308 20750 93.7274061317 1
309 20824 110.409316728 1
310 20897 93.9926216061 1
311 20944 59.9474484618 1
312 20985 51.1602598467 1
313 21060 99.9613474622 1
314 21109 62.3249860391 1
315 21187 110.916996736 1
316 21237 60.9040238972 1
317 21274 39.9162422016 1
318 21346 98.0078738162 1
319 21404 77.5017620752 1
320 21460 73.5055877234 1
321 21507 56.6496877817 1
322 21563 70.4300741879 1
323 21640 108.773965474 1
