Episode_num Num_steps Reward Lap_count
277 16947 58 1
278 17030 72 1
279 17090 49 1
280 17142 41 1
281 17200 47 1
282 17319 108 1
283 17365 35 1
284 17410 34 1
285 17495 74 1
286 17583 77 1
287 17630 36 1
288 17676 35 1
289 17716 29 1
290 17769 42 1
291 17838 58 1
292 17899 50 1
293 17947 37 1
294 18013 55 1
295 18061 37 1
296 18116 44 1
297 18162 35 1
298 18207 34 1
299 18289 71 1
300 18382 82 1
301 18452 59 1
302 18565 102 1
303 18607 31 1
304 18651 33 1
305 18691 29 1
306 18761 59 1
307 18802 30 1
308 18972 159 1
309 19091 108 1
310 19158 56 1
311 19208 39 1
312 19337 118 1
313 19401 53 1
314 19493 81 1
315 19535 31 1
316 19643 97 1
317 19704 50 1
318 19751 36 1
319 19809 47 1
320 19914 94 1
321 19997 72 1
322 20001 -7 1
323 20062 50 1
324 20123 50 1
325 20170 36 1
326 20247 66 1
327 20341 83 1
328 20472 120 1
329 20538 55 1
330 20648 99 1
331 20784 125 1
332 20864 69 1
333 20925 50 1
334 21036 100 1
335 21124 77 1
336 21293 158 1
337 21378 74 1
338 21479 90 1
339 21560 70 1
340 21655 84 1
341 21818 152 1
342 21869 40 1
343 21932 52 1
344 22029 86 1
345 22075 35 1
346 22203 117 1
347 22255 41 1
348 22326 60 1
349 22440 103 1
350 22550 99 1
351 22700 139 1
352 22774 63 1
353 22871 86 1
354 22923 41 1
355 23067 133 1
356 23179 101 1
357 23263 73 1
358 23393 119 1
359 23530 126 1
360 23660 119 1
361 23755 84 1
362 23807 41 1
363 23894 76 1
364 24006 101 1
365 24109 92 1
366 24161 41 1
367 24245 73 1
368 24311 55 1
369 24378 56 1
370 24462 73 1
371 24516 43 1
372 24581 54 1
373 24654 62 1
374 24714 49 1
375 24784 59 1
376 24872 77 1
377 24923 40 1
378 24981 47 1
379 25030 38 1
380 25114 73 1
381 25238 113 1
382 25341 92 1
383 25400 48 1
384 25545 134 1
385 25700 144 1
386 25853 142 1
387 25977 113 1
388 26059 71 1
389 26166 96 1
390 26240 63 1
391 26352 101 1
392 26448 85 1
393 26551 92 1
394 26655 93 1
395 26731 65 1
396 26876 134 1
397 26972 85 1
398 27038 55 1
399 27114 65 1
400 27203 78 1
401 27298 84 1
402 27359 50 1
403 27466 96 1
404 27547 70 1
405 27629 71 1
406 27683 43 1
407 27779 85 1
408 27928 138 1
409 28046 107 1
410 28196 139 1
411 28276 69 1
412 28354 67 1
413 28408 43 1
414 28549 130 1
415 28682 122 1
416 28792 99 1
417 28926 123 1
418 28985 48 1
419 29142 146 1
420 29183 30 1
421 29336 142 1
422 29488 141 1
423 29632 133 1
424 29791 148 1
425 29879 77 1
426 29977 87 1
427 30001 13 1
428 30071 59 1
429 30232 150 1
430 30348 105 1
431 30405 46 1
432 30536 120 1
433 30617 70 1
434 30711 83 1
435 30861 139 1
436 30930 58 1
437 31092 151 1
438 31187 84 1
439 31235 37 1
440 31396 150 1
441 31459 52 1
442 31542 72 1
443 31646 93 1
444 31780 123 1
445 31833 42 1
446 31877 33 1
447 32069 181 1
448 32118 38 1
449 32241 112 1
450 32315 63 1
451 32372 46 1
452 32541 158 1
453 32641 89 1
454 32738 86 1
455 32812 63 1
456 32874 51 1
457 33026 141 1
458 33096 59 1
459 33148 41 1
460 33238 79 1
461 33389 140 1
462 33494 94 1
463 33649 144 1
464 33742 82 1
465 33792 39 1
466 33988 185 1
467 34098 99 1
468 34225 116 1
469 34320 84 1
