Episode_num Num_steps Reward Lap_count
135 10803 35 1
136 10919 105 1
137 10964 34 1
138 11018 43 1
139 11086 57 1
140 11184 87 1
141 11349 154 1
142 11417 57 1
143 11484 56 1
144 11532 37 1
145 11575 32 1
146 11668 82 1
147 11721 42 1
148 11808 76 1
149 11865 46 1
150 11975 99 1
151 12020 34 1
152 12115 84 1
153 12209 83 1
154 12263 43 1
155 12365 91 1
156 12478 102 1
157 12613 124 1
158 12678 54 1
159 12759 70 1
160 12900 130 1
161 12978 67 1
162 13021 32 1
163 13065 33 1
164 13146 70 1
165 13191 34 1
166 13261 59 1
167 13341 69 1
168 13384 32 1
169 13445 50 1
170 13511 55 1
171 13560 38 1
172 13612 41 1
173 13659 36 1
174 13723 53 1
175 13770 36 1
176 13823 42 1
177 13881 47 1
178 13939 47 1
179 14003 53 1
180 14072 58 1
181 14141 58 1
182 14183 31 1
183 14236 42 1
184 14298 51 1
185 14596 287 1
186 14637 30 1
187 14698 50 1
188 14859 150 1
189 14903 33 1
190 14958 44 1
191 15011 42 1
192 15057 35 1
193 15100 32 1
194 15152 41 1
195 15199 36 1
196 15276 66 1
197 15326 39 1
198 15376 39 1
199 15450 63 1
200 15496 35 1
201 15571 64 1
202 15618 36 1
203 15686 57 1
204 15739 42 1
205 15795 45 1
206 15843 37 1
207 15887 33 1
208 15953 55 1
209 16202 238 1
210 16264 51 1
211 16299 24 1
212 16345 35 1
213 16405 49 1
214 16471 55 1
215 16521 39 1
216 16582 50 1
217 16634 41 1
218 16708 63 1
219 16943 224 1
220 16986 32 1
221 17070 73 1
222 17124 43 1
223 17220 85 1
224 17432 201 1
225 17949 506 1
226 18030 70 1
227 18411 370 1
228 18546 124 1
229 18610 53 1
230 18655 34 1
231 18693 27 1
232 18862 158 1
233 19059 186 1
234 19310 240 1
235 19358 37 1
236 19787 418 1
237 19837 39 1
238 20001 153 1
239 20153 141 1
240 20219 55 1
241 20592 362 1
242 20654 51 1
243 20861 196 1
244 20966 94 1
245 21020 43 1
246 21069 38 1
247 21131 51 1
248 21306 164 1
249 21356 39 1
250 21528 161 1
251 21704 165 1
252 21764 49 1
253 21865 90 1
254 22042 166 1
255 22475 422 1
256 22640 154 1
257 23000 349 1
258 23272 261 1
259 23395 112 1
260 23475 69 1
261 23642 156 1
262 23724 71 1
263 23778 43 1
264 24301 512 1
265 24355 43 1
266 24411 45 1
267 24501 79 1
268 24676 164 1
269 24747 60 1
270 24933 175 1
271 25047 103 1
272 25227 169 1
273 25283 45 1
274 25440 146 1
275 25528 77 1
276 25671 132 1
277 25938 256 1
278 26421 472 1
279 26612 180 1
280 26716 93 1
281 27306 579 1
282 27486 169 1
283 27675 178 1
284 27874 188 1
285 28004 119 1
286 28160 145 1
287 28317 146 1
288 28878 550 1
289 29070 181 1
290 29257 176 1
291 29609 341 1
292 29800 180 1
293 29928 117 1
294 30001 62 1
295 30193 181 1
296 30635 431 1
297 30984 338 1
298 31329 334 1
299 31750 410 1
300 32117 356 1
301 32485 357 1
302 32999 503 1
303 33344 334 1
304 33508 153 1
305 33930 411 1
306 34310 369 1
307 34645 324 1
308 34803 147 1
309 35174 360 1
310 35368 183 1
311 35712 333 1
312 35865 142 1
313 36292 416 1
314 36642 339 1
315 37021 368 1
316 37359 327 1
317 37692 322 1
318 38033 330 1
319 38376 332 1
320 38734 347 1
321 38905 160 1
322 39233 317 1
323 39598 354 1
324 40001 392 1
325 40173 161 1
326 40379 195 1
327 40536 146 1
328 40876 329 1
329 41208 321 1
330 41576 357 1
331 41736 149 1
332 42174 427 1
333 42599 414 1
334 42973 363 1
335 43297 313 1
336 43481 173 1
337 43916 424 1
338 44341 414 1
339 44682 330 1
340 45175 482 1
341 45600 414 1
342 45946 335 1
343 46353 396 1
344 46519 155 1
345 47479 949 2
346 47919 429 1
347 48041 111 1
348 48401 349 1
349 48819 407 1
350 49249 419 1
351 49587 327 1
352 50001 403 1
353 50416 404 1
354 50754 327 1
355 51105 340 1
356 51529 413 1
357 51687 147 1
358 52125 427 1
359 53085 949 2
360 53510 414 1
361 53932 411 1
362 54102 159 1
363 54527 414 1
364 54960 422 1
365 55132 161 1
366 55304 161 1
367 56261 946 2
368 57227 955 2
369 57685 447 1
370 58656 960 2
371 58814 147 1
372 59368 543 1
373 60001 622 2
374 60435 423 1
375 61393 947 2
376 61829 425 1
377 62286 446 1
378 62506 209 1
379 63471 954 2
380 64050 568 1
381 64177 116 1
382 65141 953 2
383 66104 952 2
384 66672 557 1
385 67628 945 2
386 68597 958 2
387 69571 963 2
388 70001 419 2
389 70065 53 1
390 71031 955 2
391 71992 950 2
392 72412 409 1
393 73395 972 2
394 74375 969 2
395 74551 165 1
396 75528 966 2
397 76499 960 2
398 77466 956 1
399 78436 959 2
400 79410 963 2
401 80001 580 2
402 80962 950 2
403 81933 960 2
404 82889 945 2
405 83861 961 2
406 84293 421 1
407 84713 409 1
408 85687 963 2
409 86660 962 2
410 87088 417 1
411 87544 445 1
412 88518 963 2
413 89477 948 2
414 90001 513 1
415 90966 954 1
416 91508 531 1
417 92069 550 1
418 93049 969 1
419 94024 964 2
420 95008 973 2
421 95977 958 2
422 96931 943 2
423 97476 534 1
424 98001 514 1
425 98430 418 1
426 99398 957 1
427 100001 592 2
428 100553 541 1
429 101518 954 2
