Episode_num Num_steps Reward Lap_count
1 66 6500 1
2 132 6500 1
3 248 11500 1
4 299 5000 1
5 408 10800 1
6 469 6000 1
7 524 5400 1
8 616 9100 1
9 665 4800 1
10 714 4800 1
11 810 9500 1
12 915 10400 1
13 1031 11500 1
14 1093 6100 1
15 1242 14800 1
16 1294 5100 1
17 1342 4700 1
18 1404 6100 1
19 1487 8200 1
20 1559 7100 1
21 1680 12000 1
22 1761 8000 1
23 1881 11900 1
24 1928 4600 1
25 1991 6200 1
26 2084 9200 1
27 2153 6800 1
28 2243 8900 1
29 2321 7700 1
30 2487 16500 1
31 2612 12400 1
32 2683 7000 1
33 2863 17900 1
34 2917 5300 1
35 3100 18200 1
36 3271 17000 1
37 3325 5300 1
38 3373 4700 1
39 3474 10000 1
40 3557 8200 1
41 3686 12800 1
42 3772 8500 1
43 3934 16100 1
44 3991 5600 1
45 4038 4600 1
46 4211 17200 1
47 4367 15500 1
48 4544 17600 1
49 4610 6500 1
50 4691 8000 1
51 4759 6700 1
52 4839 7900 1
53 4974 13400 1
54 5052 7700 1
55 5106 5300 1
56 5204 9700 1
57 5372 16700 1
58 5462 8900 1
59 5531 6800 1
60 5596 6400 1
61 5658 6100 1
62 5720 6100 1
63 5793 7200 1
64 5939 14500 1
65 6015 7500 1
66 6198 18200 1
67 6276 7700 1
68 6344 6700 1
69 6412 6700 1
70 6473 6000 1
71 6592 11800 1
72 6662 6900 1
73 6738 7500 1
74 6902 16300 1
75 6957 5400 1
76 7055 9700 1
77 7146 9000 1
78 7217 7000 1
79 7281 6300 1
80 7371 8900 1
81 7441 6900 1
82 7561 11900 1
83 7630 6800 1
84 7677 4600 1
85 7746 6800 1
86 7887 14000 1
87 7955 6700 1
88 8083 12700 1
89 8158 7400 1
90 8221 6200 1
91 8273 5100 1
92 8374 10000 1
93 8446 7100 1
94 8583 13600 1
95 8647 6300 1
96 8701 5300 1
97 8883 18100 1
98 8986 10200 1
99 9055 6800 1
100 9131 7500 1
101 9180 4800 1
102 9299 11800 1
103 9378 7800 1
104 9468 8900 1
105 9529 6000 1
106 9603 7300 1
107 9660 5600 1
108 9773 11200 1
109 9870 9600 1
110 9961 9000 1
111 10001 3900 1
112 10067 6500 1
113 10156 8800 1
114 10194 3700 1
115 10241 4600 1
116 10280 3800 1
117 10319 3800 1
118 10353 3300 1
119 10387 3300 1
120 10435 4700 1
121 10489 5300 1
122 10557 6700 1
123 10596 3800 1
124 10649 5200 1
125 10686 3600 1
126 10723 3600 1
127 10757 3300 1
128 10796 3800 1
129 10831 3400 1
130 10867 3500 1
131 10901 3300 1
132 10936 3400 1
133 10971 3400 1
134 11005 3300 1
135 11041 3500 1
136 11076 3400 1
137 11154 7700 1
138 11210 5500 1
139 11245 3400 1
140 11279 3300 1
141 11316 3600 1
142 11351 3400 1
143 11405 5300 1
144 11439 3300 1
145 11472 3200 1
146 11505 3200 1
147 11538 3200 1
148 11571 3200 1
149 11604 3200 1
150 11637 3200 1
151 11670 3200 1
152 11703 3200 1
153 11737 3300 1
154 11771 3300 1
155 11808 3600 1
156 11903 9400 1
157 11939 3500 1
158 11972 3200 1
159 12007 3400 1
160 12043 3500 1
161 12076 3200 1
162 12174 9700 1
163 12225 5000 1
164 12277 5100 1
165 12355 7700 1
166 12409 5300 1
167 12450 4000 1
168 12488 3700 1
169 12542 5300 1
170 12605 6200 1
171 12679 7300 1
172 12731 5100 1
173 12865 13300 1
174 12946 8000 1
175 13455 50800 1
176 14449 99300 2
177 15427 97700 2
178 16395 96700 2
179 17376 98000 2
180 18354 97700 2
181 19334 97900 2
182 20001 66600 2
183 20987 98500 2
184 21963 97500 2
185 22945 98100 2
186 23945 100000 1
187 24929 98300 2
188 25917 98700 2
189 26894 97600 2
190 27877 98200 2
191 28873 99500 2
192 29856 98200 2
193 30001 14400 1
194 30993 99100 2
195 31983 98900 2
